icao,ident,name,municipality,state,latitude_deg,longitude_deg,iso_country,type,point_category,source
SD4X,SD4X,Tedesco,SÃO JORGE D'OESTE,Paraná,-25.566389,-52.997222,BR,heliport,Brasil,ANAC_helipontos
SD4Y,SD4Y,Fazenda Vista Alegre,IBIAÍ,MG,-16.770278,-44.793333,BR,private_aerodrome,Brasil,ANAC_privados
SD4Z,SD4Z,Fazenda Santo Eugênio,CORUMBÁ,MS,-19.334167,-56.720556,BR,private_aerodrome,Brasil,ANAC_privados
SD50,SD50,Adm. Porto de Paranaguá,PARANAGUÁ,Paraná,-25.506389,-48.514444,BR,heliport,Brasil,ANAC_helipontos
SD51,SD51,Fazenda Letícia II,CAMPOS DE JÚLIO,MT,-13.8125,-59.157222,BR,private_aerodrome,Brasil,ANAC_privados
SD53,SD53,Porto Primavera,ROSANA,SP,-22.525556,-52.971944,BR,private_aerodrome,Brasil,ANAC_privados
SD54,SD54,Capanema,CORRENTE,PI,-10.621667,-45.386111,BR,private_aerodrome,Brasil,ANAC_privados
SD55,SD55,Fazenda Dona Nina,CAMPOS LINDOS,TO,-7.9630556,-46.877222,BR,private_aerodrome,Brasil,ANAC_privados
SD57,SD57,Fazenda Próspera,TABAPORÃ,MT,-11.2225,-56.353611,BR,private_aerodrome,Brasil,ANAC_privados
SD58,SD58,Campo De Bagatelle,SETE LAGOAS,MG,-19.373889,-44.178056,BR,private_aerodrome,Brasil,ANAC_privados
SD59,SD59,Fazenda Terra Santa,SÃO GONÇALO DOS CAMPOS,Bahia,-12.411111,-39.008056,BR,heliport,Brasil,ANAC_helipontos
SD5B,SD5B,Fazenda São Judas Tadeu,PARAÍSO DAS ÁGUAS,MS,-19.405556,-53.160278,BR,private_aerodrome,Brasil,ANAC_privados
SD5C,SD5C,Fazenda Estrela Grande,ARAGUAPAZ,GO,-15.154167,-50.5325,BR,private_aerodrome,Brasil,ANAC_privados
SD5D,SD5D,Fazenda Indaiá II,PARAÍSO DAS ÁGUAS,MS,-19.125,-53.053056,BR,private_aerodrome,Brasil,ANAC_privados
SD5E,SD5E,Fazenda Serra Da Lua,BONFIM,RR,2.60805556,-60.211944,BR,private_aerodrome,Brasil,ANAC_privados
SD5F,SD5F,Hospital São Vicente de Paulo,BOM JESUS DO ITABAPOANA,Rio de Janeiro,-21.138056,-41.678889,BR,heliport,Brasil,ANAC_helipontos
SD5G,SD5G,Fazenda Viúva Negra,OTACÍLIO COSTA,SC,-27.641667,-49.761111,BR,private_aerodrome,Brasil,ANAC_privados
SD5H,SD5H,FAZENDA VALE VERDE III,UNAÍ,MG,-16.716944,-46.5225,BR,private_aerodrome,Brasil,ANAC_privados
SD5I,SD5I,Agrodan,BELÉM DO SÃO FRANCISCO,PE,-8.6672222,-39.161944,BR,private_aerodrome,Brasil,ANAC_privados
SD5J,SD5J,Ninho das Águias,BALNEÁRIO CAMBORIÚ,Santa Catarina,-27.008611,-48.615,BR,heliport,Brasil,ANAC_helipontos
SD5K,SD5K,Santa Lúcia,ALPESTRE,RS,-27.0925,-53.022222,BR,private_aerodrome,Brasil,ANAC_privados
SD5L,SD5L,Hospital Regional Teófilo Otoni,TEÓFILO OTONI,Minas Gerais,-17.831389,-41.5075,BR,heliport,Brasil,ANAC_helipontos
SD5N,SD5N,Fazenda HD,NOVO ARIPUANÃ,AM,-8.1130556,-61.445278,BR,private_aerodrome,Brasil,ANAC_privados
SD5P,SD5P,Alphaville Guarajuba,CAMAÇARI,Bahia,-12.681389,-38.104167,BR,heliport,Brasil,ANAC_helipontos
SD5R,SD5R,Fazenda São Jorge,PORANGATU,GO,-13.563333,-49.530556,BR,private_aerodrome,Brasil,ANAC_privados
SD5S,SD5S,Fazenda Balsa,JUÍNA,MT,-11.600556,-58.439167,BR,private_aerodrome,Brasil,ANAC_privados
SD5T,SD5T,Fazenda Santa Terezinha,TRÊS LAGOAS,MS,-20.498611,-52.368611,BR,private_aerodrome,Brasil,ANAC_privados
SD5U,SD5U,Fazenda Tupan,NOVA MUTUM,MT,-13.668056,-56.049444,BR,private_aerodrome,Brasil,ANAC_privados
SD5V,SD5V,Fazenda Vista Verde,SÁTIRO DIAS,BA,-11.713333,-38.573056,BR,private_aerodrome,Brasil,ANAC_privados
SD5W,SD5W,Fazenda Santo Antônio,FUNILÂNDIA,Minas Gerais,-19.314444,-44.151667,BR,heliport,Brasil,ANAC_helipontos
SD5X,SD5X,Heli Boss,RIO DE JANEIRO,Rio de Janeiro,-23.008333,-43.301667,BR,heliport,Brasil,ANAC_helipontos
SD5Y,SD5Y,Fazenda Cachoeirinha,APARECIDA DO TABOADO,MS,-20.048889,-51.476111,BR,private_aerodrome,Brasil,ANAC_privados
SD61,SD61,Fazenda Princesa Do Sul,RORAINÓPOLIS,RR,0.883888889,-60.423333,BR,private_aerodrome,Brasil,ANAC_privados
SD62,SD62,Fazenda Capim Doce,PONTES E LACERDA,MT,-15.811111,-59.903889,BR,private_aerodrome,Brasil,ANAC_privados
SD63,SD63,Fazenda Bela Vista,CORRENTINA,BA,-13.637222,-46.187222,BR,private_aerodrome,Brasil,ANAC_privados
SD64,SD64,Fazenda União,JABORANDI,BA,-13.988889,-45.965,BR,private_aerodrome,Brasil,ANAC_privados
SD65,SD65,Fazenda Santa Cecília,CUMARU DO NORTE,PA,-8.5913889,-51.38,BR,private_aerodrome,Brasil,ANAC_privados
SD66,SD66,Cravari,BRASNORTE,MT,-12.505556,-57.876389,BR,private_aerodrome,Brasil,ANAC_privados
SD67,SD67,Fazenda Rodoserv IV,CARACOL,MS,-21.826389,-57.127222,BR,private_aerodrome,Brasil,ANAC_privados
SD68,SD68,Fazenda Mesa Vermelha,GUIRATINGA,MT,-16.29,-53.451944,BR,private_aerodrome,Brasil,ANAC_privados
SD69,SD69,Maria Clara,PONTA DE PEDRAS,PA,-1.3763889,-48.813889,BR,private_aerodrome,Brasil,ANAC_privados
SD6A,SD6A,Todeschini,ENCRUZILHADA DO SUL,RS,-30.5475,-52.8975,BR,private_aerodrome,Brasil,ANAC_privados
SD6B,SD6B,Fazenda Chapadão,PEIXOTO DE AZEVEDO,MT,-9.9336111,-53.767222,BR,private_aerodrome,Brasil,ANAC_privados
SD6C,SD6C,Agropecuária Thomazi,COMODORO,MT,-13.670833,-60.348611,BR,private_aerodrome,Brasil,ANAC_privados
SD6D,SD6D,Granitos.COM,NOVA ARAÇÁ,Rio Grande do Sul,-28.662778,-51.740556,BR,heliport,Brasil,ANAC_helipontos
SD6F,SD6F,Hospital Estadual de São José dos Campos,SÃO JOSÉ DOS CAMPOS,São Paulo,-23.238611,-45.908056,BR,heliport,Brasil,ANAC_helipontos
SD6G,SD6G,Fazenda Esplanada,PEIXE,TO,-12.213333,-48.555833,BR,private_aerodrome,Brasil,ANAC_privados
SD6H,SD6H,Fazenda Hill Valley,SÃO SEBASTIÃO DO CAÍ,RS,-29.563333,-51.375278,BR,private_aerodrome,Brasil,ANAC_privados
SD6I,SD6I,Ninho do Pássaro II,LUIZ ALVES,Santa Catarina,-26.713611,-48.913333,BR,heliport,Brasil,ANAC_helipontos
SD6J,SD6J,Fazenda Fortaleza,JUARA,MT,-11.175,-57.244722,BR,private_aerodrome,Brasil,ANAC_privados
SD6K,SD6K,Fazenda Guará,VILA BELA DA SANTÍSSIMA TRINDADE,MT,-15.050278,-60.018333,BR,private_aerodrome,Brasil,ANAC_privados
SD6L,SD6L,Fazenda Paraíso,RIBAS DO RIO PARDO,MS,-20.820278,-53.431111,BR,private_aerodrome,Brasil,ANAC_privados
SD6M,SD6M,Parque da Cidade Torre B1,SÃO PAULO,São Paulo,-23.625,-46.705,BR,heliport,Brasil,ANAC_helipontos
SD6N,SD6N,Fazenda Chapadão,MATUPÁ,MT,-9.7447222,-54.015,BR,private_aerodrome,Brasil,ANAC_privados
SD6O,SD6O,Pontal das Graças,RIBEIRÃO CLARO,Paraná,-23.294444,-49.7375,BR,heliport,Brasil,ANAC_helipontos
SD6P,SD6P,de Belmonte,BELMONTE,BA,-15.872222,-38.872222,BR,private_aerodrome,Brasil,ANAC_privados
SD6Q,SD6Q,Parque da Cidade Torre B2,SÃO PAULO,São Paulo,-23.625,-46.704167,BR,heliport,Brasil,ANAC_helipontos
SD6R,SD6R,Parque da Cidade Torre B3,SÃO PAULO,São Paulo,-23.625,-46.703889,BR,heliport,Brasil,ANAC_helipontos
SD6S,SD6S,Fazenda Torre III,ALTO GARÇAS,MT,-16.856667,-53.601944,BR,private_aerodrome,Brasil,ANAC_privados
SD6T,SD6T,FAZENDA SANTA MARIA,CAMPO GRANDE,MS,-20.869444,-54.429444,BR,private_aerodrome,Brasil,ANAC_privados
SD6U,SD6U,Fazenda Brasnorte,BRASNORTE,MT,-12.69,-58.191111,BR,private_aerodrome,Brasil,ANAC_privados
SD6V,SD6V,Fazenda Maringá III,VILA BELA DA SANTÍSSIMA TRINDADE,MT,-14.447222,-60.125,BR,private_aerodrome,Brasil,ANAC_privados
SD6W,SD6W,Helisai,SANTO AMARO DA IMPERATRIZ,Santa Catarina,-27.680556,-48.766111,BR,heliport,Brasil,ANAC_helipontos
SD6X,SD6X,Malboro,BOA VISTA,RR,2.70138889,-60.849167,BR,private_aerodrome,Brasil,ANAC_privados
SD6Y,SD6Y,Fazenda Bom Retiro,BOCA DO ACRE,AM,-9.3580556,-67.789722,BR,private_aerodrome,Brasil,ANAC_privados
SD6Z,SD6Z,VCM,GUARARAPES,SP,-21.220556,-50.6075,BR,private_aerodrome,Brasil,ANAC_privados
SD70,SD70,FAZENDA VITÓRIA,RIO NEGRO,MS,-19.615833,-54.976111,BR,private_aerodrome,Brasil,ANAC_privados
SD71,SD71,Shopping Mueller,JOINVILLE,Santa Catarina,-26.303056,-48.848889,BR,heliport,Brasil,ANAC_helipontos
SD72,SD72,Fazenda São João do Monge,ÁGUA FRIA DE GOIÁS,GO,-14.883889,-47.641389,BR,private_aerodrome,Brasil,ANAC_privados
SD73,SD73,Fazenda Novo México,JABORANDI,BA,-14.091944,-45.731111,BR,private_aerodrome,Brasil,ANAC_privados
SD74,SD74,Fazenda Paraíso do Formoso,BONITO,MS,-21.141667,-56.383889,BR,private_aerodrome,Brasil,ANAC_privados
SD75,SD75,JMG Agropecuária,ABAETÉ,MG,-19.023056,-45.411667,BR,private_aerodrome,Brasil,ANAC_privados
SD76,SD76,Soldado PM Pedro José Rodrigues,BALNEÁRIO CAMBORIÚ,Santa Catarina,-26.978611,-48.65,BR,heliport,Brasil,ANAC_helipontos
SD77,SD77,Fazenda Alternativa,ALMAS,TO,-11.23,-47.165833,BR,private_aerodrome,Brasil,ANAC_privados
SD78,SD78,Cmte. Dr. Ricardo Stoppe Júnior,LÁBREA,AM,-8.9275,-66.131944,BR,private_aerodrome,Brasil,ANAC_privados
SD79,SD79,Fazenda Santa Maria,BELA VISTA,MS,-22.191389,-56.9425,BR,private_aerodrome,Brasil,ANAC_privados
SD7A,SD7A,Fazenda Campo Hélio,AQUIDAUANA,MS,-19.096667,-55.570556,BR,private_aerodrome,Brasil,ANAC_privados
SD7B,SD7B,Fazenda Bahia,ALENQUER,PA,-0.75555556,-55.053889,BR,private_aerodrome,Brasil,ANAC_privados
SD7C,SD7C,Serrinha,PALMEIRA,PR,-25.459167,-50.035,BR,private_aerodrome,Brasil,ANAC_privados
SD7D,SD7D,Fazenda Baia das Conchas,PORTO MURTINHO,MS,-21.193889,-57.639167,BR,private_aerodrome,Brasil,ANAC_privados
SD7E,SD7E,Fazenda Canaã,TERESINA,PI,-4.9591667,-42.792778,BR,private_aerodrome,Brasil,ANAC_privados
SD7F,SD7F,Fazenda Filipinas,EPITACIOLÂNDIA,AC,-10.783056,-68.569444,BR,private_aerodrome,Brasil,ANAC_privados
SD7G,SD7G,Fazenda Leyton,NOVA MUTUM,MT,-13.963333,-55.651111,BR,private_aerodrome,Brasil,ANAC_privados
SD7H,SD7H,Xapurí,XAPURI,AC,-10.663333,-68.486111,BR,private_aerodrome,Brasil,ANAC_privados
SD7I,SD7I,CANTO GRANDE,BOMBINHAS,Santa Catarina,-27.186944,-48.506944,BR,heliport,Brasil,ANAC_helipontos
SD7J,SD7J,Estância Rio Branco,BARRA DO BUGRES,MT,-15.079722,-57.241389,BR,private_aerodrome,Brasil,ANAC_privados
SD7K,SD7K,Barracuda,ITACARÉ,Bahia,-14.28,-38.984722,BR,heliport,Brasil,ANAC_helipontos
SD7L,SD7L,Fazenda Tozzo I,CAMPO NOVO DO PARECIS,MT,-13.393611,-58.000833,BR,private_aerodrome,Brasil,ANAC_privados
SD7M,SD7M,Moinho,MONTE ALEGRE DE MINAS,MG,-18.903056,-48.783333,BR,private_aerodrome,Brasil,ANAC_privados
SD7N,SD7N,Fazenda Lago Azul,ITAPORÃ,MS,-21.953333,-54.814444,BR,private_aerodrome,Brasil,ANAC_privados
SD7O,SD7O,Giongo Participações - Fazenda Camila,GAÚCHA DO NORTE,MT,-13.735,-53.621667,BR,private_aerodrome,Brasil,ANAC_privados
SD7P,SD7P,Fazenda Terra Madre,BARRA DO OURO,TO,-7.9505556,-47.524444,BR,private_aerodrome,Brasil,ANAC_privados
SD7Q,SD7Q,Fazenda Norton,TASSO FRAGOSO,MA,-8.4236111,-45.923611,BR,private_aerodrome,Brasil,ANAC_privados
SD7R,SD7R,Ilha da Paixão,CANDEIAS,Bahia,-12.743333,-38.513333,BR,heliport,Brasil,ANAC_helipontos
SD7S,SD7S,FAZENDA GUATAMBU,NOVO MUNDO,MT,-9.7363889,-55.446667,BR,private_aerodrome,Brasil,ANAC_privados
SD7T,SD7T,BASE DE OPERAÇÕES AÉREAS DA PRF,PORTO ALEGRE,Rio Grande do Sul,-29.9725,-51.176111,BR,heliport,Brasil,ANAC_helipontos
SD7U,SD7U,Fazenda Rio Preto,SALTO DO CÉU,MT,-15.0525,-57.968611,BR,private_aerodrome,Brasil,ANAC_privados
SD7V,SD7V,Helicentro CGRANZA,CAMBORIÚ,Santa Catarina,-26.993611,-48.663889,BR,heliport,Brasil,ANAC_helipontos
SD7W,SD7W,Avelino Remor,RIO MARIA,PA,-7.3013889,-50.049722,BR,private_aerodrome,Brasil,ANAC_privados
SD7X,SD7X,Fly Aviação Agrícola,IPIRANGA DO NORTE,MT,-12.139167,-56.1225,BR,private_aerodrome,Brasil,ANAC_privados
SD7Y,SD7Y,Villa Pinheiro,PIEDADE,São Paulo,-23.64,-47.370278,BR,heliport,Brasil,ANAC_helipontos
SD7Z,SD7Z,Fazenda Tartus,PORTO FRANCO,MA,-6.2527778,-47.149167,BR,private_aerodrome,Brasil,ANAC_privados
SD80,SD80,Fazenda Santo Antônio,GOIANÉSIA DO PARÁ,PA,-3.9002778,-48.879444,BR,private_aerodrome,Brasil,ANAC_privados
SD81,SD81,Fazenda Marplen,RIO CRESPO,RO,-9.6205556,-63.042222,BR,private_aerodrome,Brasil,ANAC_privados
SD82,SD82,Condomínio Víllage da Serra,GUARAMIRANGA,Ceará,-4.2608333,-38.940556,BR,heliport,Brasil,ANAC_helipontos
SD83,SD83,HELIPONTO HARAS REI DAVI,ITATIAIUÇU,Minas Gerais,-20.165556,-44.3675,BR,heliport,Brasil,ANAC_helipontos
SD84,SD84,AEROLUCK,SINOP,MT,-11.844167,-55.451944,BR,private_aerodrome,Brasil,ANAC_privados
SD86,SD86,Alex Testoni,OURO PRETO DO OESTE,RO,-10.699722,-62.276944,BR,private_aerodrome,Brasil,ANAC_privados
SD87,SD87,Fazenda Salto,NIOAQUE,MS,-21.359444,-55.768056,BR,private_aerodrome,Brasil,ANAC_privados
SD88,SD88,Fazenda Santa Maria,PORTO ESPERIDIÃO,MT,-16.088611,-58.7325,BR,private_aerodrome,Brasil,ANAC_privados
SD89,SD89,NATHOR,BLUMENAU,Santa Catarina,-26.765833,-49.0775,BR,heliport,Brasil,ANAC_helipontos
SD8A,SD8A,Agropecuária Antunes,LAGUNA CARAPÃ,MS,-22.743611,-55.233056,BR,private_aerodrome,Brasil,ANAC_privados
SD8B,SD8B,Fazenda São Domingos,CORUMBÁ,MS,-17.635,-56.355833,BR,private_aerodrome,Brasil,ANAC_privados
SD8C,SD8C,Governador José B. Lindoso,IPIXUNA,AM,-7.0344444,-71.686944,BR,private_aerodrome,Brasil,ANAC_privados
SD8D,SD8D,HDG,GOIÂNIA,Goiás,-16.734167,-49.155278,BR,heliport,Brasil,ANAC_helipontos
SD8E,SD8E,Fazenda Três Corações,BANNACH,PA,-7.4258333,-50.782222,BR,private_aerodrome,Brasil,ANAC_privados
SD8F,SD8F,Fazenda Santa Joana,SANTO ANTÔNIO DO LEVERGER,MT,-17.234444,-55.226667,BR,private_aerodrome,Brasil,ANAC_privados
SD8G,SD8G,Fazenda Tambaú,ALENQUER,PA,-1.6147222,-54.5475,BR,private_aerodrome,Brasil,ANAC_privados
SD8H,SD8H,MONTE DAS OLIVEIRAS (CMTE. SÉRGIO),CURURUPU,MA,-1.8616667,-44.871111,BR,private_aerodrome,Brasil,ANAC_privados
SD8I,SD8I,Carnaubinha Praia Resort,LUÍS CORREIA,Piauí,-2.9088889,-41.496667,BR,heliport,Brasil,ANAC_helipontos
SD8J,SD8J,Guarujá Golf Club,GUARUJÁ,São Paulo,-23.970833,-46.194444,BR,heliport,Brasil,ANAC_helipontos
SD8K,SD8K,Planalto da Conquista,PLANALTO,BA,-14.690278,-40.456667,BR,private_aerodrome,Brasil,ANAC_privados
SD8M,SD8M,Fazenda Alegria - H,VITORINO FREIRE,Maranhão,-4.3344444,-45.359167,BR,heliport,Brasil,ANAC_helipontos
SD8N,SD8N,Fazenda Nova Era Agropecuária,VILA BELA DA SANTÍSSIMA TRINDADE,MT,-15.360833,-60.107222,BR,private_aerodrome,Brasil,ANAC_privados
SD8O,SD8O,Berço das Gerais,MATIAS CARDOSO,MG,-14.770833,-43.608889,BR,private_aerodrome,Brasil,ANAC_privados
SD8P,SD8P,GAPS 1,CASEARA,TO,-9.4133333,-49.850278,BR,private_aerodrome,Brasil,ANAC_privados
SD8Q,SD8Q,Tangará Aeroagrícola,ORLÂNDIA,SP,-20.685,-47.913889,BR,private_aerodrome,Brasil,ANAC_privados
SD8R,SD8R,São José da Boa Vista I,BRASNORTE,MT,-12.365556,-58.334722,BR,private_aerodrome,Brasil,ANAC_privados
SD8S,SD8S,Fazenda Alegria - P,VITORINO FREIRE,MA,-4.3194444,-45.367778,BR,private_aerodrome,Brasil,ANAC_privados
SD8T,SD8T,Fazenda Araras,ITAÍ,SP,-23.309444,-49.0725,BR,private_aerodrome,Brasil,ANAC_privados
SD8U,SD8U,UTIDA,CAMPO NOVO DO PARECIS,MT,-13.337778,-58.005833,BR,private_aerodrome,Brasil,ANAC_privados
SD8V,SD8V,FAZENDA CAMPOS BELOS,ARAGUATINS,TO,-5.5763889,-48.060278,BR,private_aerodrome,Brasil,ANAC_privados
SD8W,SD8W,Fazenda Palmeiras do Guaporé,VILA BELA DA SANTÍSSIMA TRINDADE,MT,-15.235,-60.246389,BR,private_aerodrome,Brasil,ANAC_privados
SD8X,SD8X,Canal SS,ITARUMÃ,GO,-19.069444,-50.994722,BR,private_aerodrome,Brasil,ANAC_privados
SD8Y,SD8Y,FAZENDA SÃO PEDRO,AÇAILÂNDIA,MA,-4.8875,-47.220556,BR,private_aerodrome,Brasil,ANAC_privados
SD8Z,SD8Z,Fazenda Tocantins,NOVA UBIRATÃ,MT,-12.75,-54.440833,BR,private_aerodrome,Brasil,ANAC_privados
SD90,SD90,Fazenda Piratini,JABORANDI,BA,-13.886944,-45.758889,BR,private_aerodrome,Brasil,ANAC_privados
SD92,SD92,FAZENDA VALE DO KAFROUN,GRAJAÚ,MA,-6.225,-46.231111,BR,private_aerodrome,Brasil,ANAC_privados
SD93,SD93,Fazenda São Vicente,PONTA PORÃ,MS,-21.896111,-55.477778,BR,private_aerodrome,Brasil,ANAC_privados
SD94,SD94,Mina de Buritirama,MARABÁ,PA,-5.5205556,-50.214444,BR,private_aerodrome,Brasil,ANAC_privados
SD95,SD95,Fazenda Sete De Setembro,ÁGUA BOA,MT,-14.056667,-52.577222,BR,private_aerodrome,Brasil,ANAC_privados
SD96,SD96,Fazenda Santa Helena,PORTO MURTINHO,MS,-21.057222,-57.513889,BR,private_aerodrome,Brasil,ANAC_privados
SD97,SD97,Fazenda Juerana,ILHÉUS,BA,-14.656389,-39.077222,BR,private_aerodrome,Brasil,ANAC_privados
SD98,SD98,NSA-PA,CUMARU DO NORTE,PA,-8.4586111,-50.990833,BR,private_aerodrome,Brasil,ANAC_privados
SD99,SD99,Fazenda Campo Real,CAMPO NOVO DO PARECIS,MT,-13.442222,-57.785556,BR,private_aerodrome,Brasil,ANAC_privados
SD9A,SD9A,CAPUTI,VILHENA,RO,-12.718889,-60.2025,BR,private_aerodrome,Brasil,ANAC_privados
SD9B,SD9B,Fazenda Planada,ITAITUBA,PA,-7.565,-56.711667,BR,private_aerodrome,Brasil,ANAC_privados
SD9C,SD9C,Benjamin de Moura Leal,SÃO JOÃO DO PIAUÍ,PI,-8.3911111,-42.247222,BR,private_aerodrome,Brasil,ANAC_privados
SD9D,SD9D,Pista Girassol,ITAITUBA,PA,-5.3577778,-57.140278,BR,private_aerodrome,Brasil,ANAC_privados
SD9E,SD9E,FAZENDA CURUÁ,ALENQUER,PA,-1.3947222,-55.126111,BR,private_aerodrome,Brasil,ANAC_privados
SD9F,SD9F,FAZENDA SANTA TEREZA,SENA MADUREIRA,AC,-9.2244444,-68.840278,BR,private_aerodrome,Brasil,ANAC_privados
SD9G,SD9G,FAZENDA MARIA DA PENHA GALLETTI GAVA,TERRA SANTA,PA,-2.0658333,-56.4975,BR,private_aerodrome,Brasil,ANAC_privados
SD9H,SD9H,Heliponto Fazenda Floresta,IGARAPÉ GRANDE,Maranhão,-4.6763889,-44.8625,BR,heliport,Brasil,ANAC_helipontos
SD9I,SD9I,RANCHO OLIVEIRA,NOVO PROGRESSO,PA,-7.0477778,-55.364722,BR,private_aerodrome,Brasil,ANAC_privados
SD9J,SD9J,FRIGORÍFICO NUTRIBRAS,SORRISO,Mato Grosso,-12.4825,-55.708889,BR,heliport,Brasil,ANAC_helipontos
SD9K,SD9K,HELIPONTO VILLA DO LAGO,CARMO DO CAJURU,Minas Gerais,-20.313889,-44.708611,BR,heliport,Brasil,ANAC_helipontos
SD9L,SD9L,Aeroparque Paulo CDE,REDENÇÃO,PA,-8.0872222,-49.933889,BR,private_aerodrome,Brasil,ANAC_privados
SD9M,SD9M,Sítio Mequéns,ALTA FLORESTA D'OESTE,RO,-13.095556,-62.387778,BR,private_aerodrome,Brasil,ANAC_privados
SD9N,SD9N,HELIPONTO BAHIA BLUE,PORTO SEGURO,Bahia,-16.499167,-39.071667,BR,heliport,Brasil,ANAC_helipontos
SD9O,SD9O,Fazenda Água Azul,ITAITUBA,PA,-5.9419444,-56.552778,BR,private_aerodrome,Brasil,ANAC_privados
SD9P,SD9P,Zo' é,ÓBIDOS,PA,-0.32694444,-55.8375,BR,private_aerodrome,Brasil,ANAC_privados
SD9Q,SD9Q,ARENA FLY,UBERLÂNDIA,MG,-19.019722,-48.334167,BR,private_aerodrome,Brasil,ANAC_privados
SD9R,SD9R,FAZENDA VITÓRIA,BARREIRAS,BA,-12.110833,-45.369444,BR,private_aerodrome,Brasil,ANAC_privados
SD9S,SD9S,Fazenda Madre Regina,BARREIRAS,BA,-11.841389,-45.793333,BR,private_aerodrome,Brasil,ANAC_privados
SD9T,SD9T,Dias Branco,FORTIM,Ceará,-4.4311111,-37.780278,BR,heliport,Brasil,ANAC_helipontos
SD9U,SD9U,Copobras,SÃO LUDGERO,Santa Catarina,-28.321111,-49.184167,BR,heliport,Brasil,ANAC_helipontos
SD9V,SD9V,Fazenda Touro Morto,CORUMBÁ,MS,-19.915,-57.612222,BR,private_aerodrome,Brasil,ANAC_privados
SD9W,SD9W,Ernesto,PONTES E LACERDA,Mato Grosso,-15.334444,-59.256389,BR,heliport,Brasil,ANAC_helipontos
SD9X,SD9X,Fazenda Aparecida,BEBEDOURO,São Paulo,-21.039722,-48.5175,BR,heliport,Brasil,ANAC_helipontos
SD9Y,SD9Y,NOMA,SÃO FRANCISCO DO GUAPORÉ,RO,-12.096111,-63.509722,BR,private_aerodrome,Brasil,ANAC_privados
SD9Z,SD9Z,Fazenda Independência,VILHENA,RO,-12.578333,-60.135556,BR,private_aerodrome,Brasil,ANAC_privados
SDA1,SDA1,SÃO SEBASTIÃO,PORTO DE MOZ,PA,-2.1427778,-52.798056,BR,private_aerodrome,Brasil,ANAC_privados
SDA2,SDA2,Attack,LAGOA SANTA,Minas Gerais,-19.597222,-43.881389,BR,heliport,Brasil,ANAC_helipontos
SDA3,SDA3,Fazenda Serra Dourada,NOVA LACERDA,MT,-14.340278,-59.648333,BR,private_aerodrome,Brasil,ANAC_privados
SDA4,SDA4,Fazenda Maristela,TREMEMBÉ,SP,-22.954722,-45.603889,BR,private_aerodrome,Brasil,ANAC_privados
SDA5,SDA5,Alto Serenata,TIMÓTEO,Minas Gerais,-19.543056,-42.640278,BR,heliport,Brasil,ANAC_helipontos
SDA6,SDA6,Do Porto,PORTO UNIÃO,SC,-26.267222,-51.028889,BR,private_aerodrome,Brasil,ANAC_privados
SDA7,SDA7,FAZENDA NOSSA SENHORA APARECIDA,LAMBARI D'OESTE,MT,-15.178333,-57.706944,BR,private_aerodrome,Brasil,ANAC_privados
SDA8,SDA8,Fazenda Passagem Funda,CORRENTINA,BA,-13.959722,-46.103611,BR,private_aerodrome,Brasil,ANAC_privados
SDA9,SDA9,Aeródromo Privado Tijucas do Sul,TIJUCAS DO SUL,PR,-25.873611,-49.175278,BR,private_aerodrome,Brasil,ANAC_privados
SDAB,SDAB,Lazzuli,OLINDA,Pernambuco,-8.0338889,-34.871111,BR,heliport,Brasil,ANAC_helipontos
SDAC,SDAC,Aché,GUARULHOS,São Paulo,-23.474722,-46.522222,BR,heliport,Brasil,ANAC_helipontos
SDAF,SDAF,Fazenda Palmeiras,ANALÂNDIA,SP,-22.156667,-47.719167,BR,private_aerodrome,Brasil,ANAC_privados
SDAJ,SDAJ,Fazenda Recanto,JATEÍ,MS,-22.595556,-54.094722,BR,private_aerodrome,Brasil,ANAC_privados
SDAK,SDAK,Solar das Paineiras,MOGI GUAÇU,São Paulo,-22.296389,-46.855556,BR,heliport,Brasil,ANAC_helipontos
SDAL,SDAL,Condomínio Guaporé II,RIBEIRÃO PRETO,São Paulo,-21.226667,-47.782222,BR,heliport,Brasil,ANAC_helipontos
SDAN,SDAN,Fazenda Santo Ângelo,BROTAS,SP,-22.245556,-48.257778,BR,private_aerodrome,Brasil,ANAC_privados
SDAP,SDAP,Hospital Paulistano,SÃO PAULO,São Paulo,-23.565,-46.642222,BR,heliport,Brasil,ANAC_helipontos
SDAQ,SDAQ,Fazenda da Vida,CABACEIRAS DO PARAGUAÇU,Bahia,-12.512222,-39.1,BR,heliport,Brasil,ANAC_helipontos
SDAR,SDAR,Fazenda Agrovera,PORTO DOS GAÚCHOS,MT,-11.895556,-56.274167,BR,private_aerodrome,Brasil,ANAC_privados
SDAS,SDAS,Fazenda Santo Antônio,MIRANDÓPOLIS,SP,-21.275278,-51.283333,BR,private_aerodrome,Brasil,ANAC_privados
SDAT,SDAT,Hospital e Maternidade Vitória,SÃO PAULO,São Paulo,-23.563056,-46.561667,BR,heliport,Brasil,ANAC_helipontos
SDAV,SDAV,Quick Alameda das Águas,NOVA LIMA,Minas Gerais,-20.1725,-43.920278,BR,heliport,Brasil,ANAC_helipontos
SDAW,SDAW,Banco Industrial,SÃO PAULO,São Paulo,-23.591944,-46.685556,BR,heliport,Brasil,ANAC_helipontos
